Date,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,BB_Middle,EMA_20,EMA_50
2024-05-10,183.48091883182525,183.66946303777598,180.73218899862087,181.64512634277344,50759500,68.67328090177276,3.1620821104480115,1.577999743897625,185.37133446129062,158.23339423743985,171.80236434936523,174.5560811591421,172.2214678419348
2024-05-13,184.01682262141375,185.6640864017181,183.20310853414878,184.85037231445312,72044800,72.70478103092456,3.5687883858142015,1.9761574722809403,187.24914519160927,157.727363902629,172.48825454711914,175.5364898406003,172.71671899771985
2024-05-14,186.0709344816443,186.8548800445926,184.8602962551219,185.99154663085938,52393600,73.98828174770294,3.9377967990387788,2.3684853376325083,189.15221445776402,157.63820760034147,173.39521102905275,176.53220953491066,173.23730047352925
2024-05-15,186.46785537715886,189.1868170758504,185.93199122253947,188.2639617919922,70400000,76.37101274019983,4.363306061011201,2.767449482308247,191.21079307091358,157.757540364145,174.4841667175293,177.64951927368034,173.82658130954738
2024-05-16,189.00821119957226,189.6333810173086,188.2044300863017,188.38304138183594,52845200,76.49253229115838,4.656457204355917,3.1452510267177813,192.89184726646783,158.3614394766962,175.62664337158202,178.67175947445708,174.39742288100967
2024-05-17,188.0555735439889,189.34559954047234,187.72810435814964,188.41281127929688,41282900,76.52503583227255,4.835443793333923,3.4832895800410095,194.04958697124232,159.69379071430455,176.87168884277344,179.59947869396564,174.94704595545232
2024-05-20,187.87693908543721,190.44705781727768,187.55938774134125,189.5738067626953,44361300,77.81344155384149,5.013185703108206,3.7892688046544487,195.14222112796787,161.124105776329,178.13316345214844,180.54941470051133,175.52064441848148
2024-05-21,189.62342455766938,191.25083732912466,189.4547310855792,190.87376403808594,42309400,79.19061959166596,5.1990121591948935,4.071217475562538,196.2144441689524,162.59978312596945,179.40711364746093,181.53268606599465,176.12272754081891
2024-05-22,190.79440205142186,191.3401840301744,188.8097513226368,189.43490600585938,34648500,73.73496137378179,5.170573987926275,4.291088778035285,196.8967406275591,164.111412143437,180.50407638549805,182.28527844121987,176.64477375513422
2024-05-23,189.5142796080912,189.5341303535584,185.1976736824305,185.4457550048828,51005900,61.15564165929521,4.771146577447865,4.3871003379178015,196.8416083866375,165.87534107625314,181.3584747314453,182.58627620918776,176.9899102747322
2024-05-24,187.37085638453854,189.11734333076396,186.59682877814635,188.52194213867188,36327000,65.97606515894138,4.6492266787434176,4.439525606082925,196.7884086129206,168.00342183141532,182.39591522216796,183.1515777262815,177.44214681841612
2024-05-28,190.04022981736387,191.51880009814326,187.64873713728954,188.5319061279297,52280100,65.99078689439357,4.501517598517012,4.451924004569743,196.97834313642136,169.47315222490676,183.22574768066406,183.6639899550099,177.87703934035784
2024-05-29,188.15481585355153,190.7745542503335,188.05557725890648,188.82958984375,53068000,66.45774003705495,4.358238614433361,4.433186926542467,196.37953240859645,172.07553808700902,184.22753524780273,184.1559518491756,178.30655112480457
2024-05-30,189.29596821795033,190.70506832278696,189.16697622567534,189.8218994140625,49889100,68.03335661103299,4.275475061407747,4.401644553515523,194.929091375076,175.73085582951384,185.32997360229493,184.69556590297435,178.75813341065782
2024-05-31,189.9707854632458,191.09211806054816,188.45252874493116,190.77456665039062,75158300,69.51395749285197,4.23790470610723,4.368896584033865,193.6447685808021,178.94569009839714,186.29522933959962,185.27451835510922,179.22936608672578
2024-06-03,191.41954585254337,193.49351725389894,191.04247253185534,192.54087829589844,50080500,72.0946661374569,4.301076385714481,4.355332544369989,194.35937665732922,179.31255937782703,186.83596801757812,185.96655263518437,179.75138617336
2024-06-04,193.14619663099631,193.82098571162214,191.54855228534223,192.85842895507812,47471400,72.54464830838445,4.3268864278972785,4.3496433210754475,194.74734361595353,180.20331403785508,187.4753288269043,186.62292180850758,180.26538785107445
2024-06-05,193.90036613096368,195.38885414673365,193.3744349100596,194.36676025390625,54156800,74.63674378500792,4.418121448569252,4.363338946574208,195.326837449782,180.9850003187727,188.15591888427736,187.36043023187887,180.81838284726393
2024-06-06,194.1881470745491,194.9919281725913,192.67980832687616,192.9874267578125,41181800,69.42673501556969,4.329220613811145,4.356515280021596,195.40964755951757,182.09174251616605,188.7506950378418,187.89633466292017,181.29560025552075
2024-06-07,193.1561225415401,195.42855606321456,192.65004206608782,195.37893676757812,53103900,72.9521203906624,4.401008842471299,4.365413992511536,196.0646569730412,182.68408570274008,189.37437133789064,188.60896343479234,181.84788796187595
2024-06-10,195.3888517006261,195.7857909182053,190.6753063763642,191.6378631591797,97010200,61.08585244643047,4.108666011920008,4.314064396393231,195.5494224971074,184.19859386031447,189.87400817871094,188.8974300752102,182.23180855784864
2024-06-11,192.16378906024917,205.57011360777915,192.14395345618084,205.5601806640625,172373300,76.44269217957589,4.943412301627802,4.439933977440146,199.52250391991217,182.29649327247066,190.9094985961914,190.48435870271993,183.14664667966093
2024-06-12,205.77850209290926,218.51003809526938,205.3121079690946,211.4347686767578,198134300,80.0247816578543,6.00970872561237,4.753888927074591,204.46863115779306,179.8946882391796,192.18165969848633,192.47963584310452,184.25598479719415
2024-06-13,213.09194207290335,215.08651049080893,209.97604121171418,212.5957794189453,97862700,80.65098187138045,6.869255684229415,5.176962278505556,208.53893804890748,178.2575631107605,193.39825057983398,194.39545904080364,185.3673492921648
2024-06-14,212.2088008716011,213.51866257545944,209.678367977573,210.85923767089844,70122700,76.77420608472785,7.325880248153766,5.606745872435198,211.3391366645871,177.70498412398712,194.5220603942871,195.9634379579555,186.36703118937004
2024-06-17,211.7324642876032,217.26964179829142,211.08745883873982,215.00714111328125,93728300,79.33001970763077,7.931035605627585,6.071603819073676,214.71594200168667,176.987611770286,195.85177688598634,197.77712397274843,187.49017275501362
2024-06-18,215.9200623200828,216.95208913019513,211.36529274424583,212.6453857421875,79943300,74.31550398977369,8.12637586343999,6.482558227946939,217.03857534078082,176.97213632914105,197.00535583496094,199.19314890317122,188.4766516956871
2024-06-20,212.28815296354617,212.59578653831548,207.24715355520107,208.07077026367188,86172500,65.65816289894869,7.821885362147157,6.750423654786983,218.2632301746871,177.46718211779339,197.86520614624024,200.0386366517903,189.24504850227476
2024-06-21,208.77533580800622,210.26382387597764,205.5205097773767,205.89759826660156,241805100,61.96518233774533,7.320827683451768,6.864504460519941,218.98236594250977,178.3943155760449,198.68834075927734,200.59663299605805,189.89808966950326
2024-06-24,206.12582769938734,211.06760381745957,205.00449518251241,206.5426025390625,80727000,62.63689635888294,6.896286222636547,6.8708608129432625,219.31945732589512,180.16690894607754,199.74318313598633,201.16291580967751,190.55081566438795
2024-06-25,207.54485732874397,209.75775393646785,207.0090082596573,207.46548461914062,55549700,63.62671117766084,6.558698335535297,6.8084283174616695,219.80838553016704,181.57233498985246,200.69036026000975,201.7631604581978,191.21413601555474
2024-06-26,209.87680350658064,213.21101716086312,209.02340313251779,211.61337280273438,66213200,67.7606394476613,6.550349067289233,6.756812467427182,220.6563347513621,183.03253243613793,201.84443359375,202.70127591958223,192.0141060856402
2024-06-27,213.0423164247351,214.0842609953053,210.72027890747495,212.45684814453125,49772700,68.54356400435903,6.5364455474416445,6.712739083430074,221.35777051768238,184.69382249989573,203.02579650878906,203.63037803624402,192.81578224481243
2024-06-28,214.1140398112984,214.41174043740799,208.68601906723538,209.00355529785156,82542700,61.91423313115059,6.1755867159462525,6.60530860993331,221.39198579536986,186.5777728105872,203.98487930297853,204.14210920401615,193.45059687434338
2024-07-01,210.46229254870087,215.84069445328046,210.29359904602236,215.08653259277344,60402900,67.8186239138857,6.307737253646508,6.54579433867595,222.11179865445217,188.28915654574314,205.20047760009766,205.18443524104066,194.29906494173278
2024-07-02,214.49110775455017,218.68865467979296,213.4491783018458,218.57949829101562,58046200,70.63390283754367,6.618032092403695,6.5602418894214996,223.3190542232516,189.6857629764554,206.5024085998535,206.4601555315145,195.2512387985674
2024-07-03,218.31157833867707,219.8496856689453,217.34902153194005,219.8496856689453,37369800,71.60663188886421,6.887046904000982,6.625602892337397,224.38814031197552,191.31580255911825,207.8519714355469,207.73534887793647,196.21588377387636
2024-07-05,219.94889718329503,224.71206166235044,219.94889718329503,224.6029052734375,60412400,74.95050235997958,7.39850284274462,6.780182882418841,226.23415025961435,192.4934071134325,209.36377868652343,209.34178282036513,197.32910030327093
2024-07-08,225.34715532852172,226.1013322692385,221.53662969916704,226.07156372070312,59085900,75.89511804678456,7.832060701169013,6.990558446168876,227.6130513717022,194.42291969763372,211.01798553466796,210.93509528706397,198.45625573140552
2024-07-09,226.18069804264906,227.63941744293055,224.63267299949706,226.92494201660156,48076100,76.45081433451554,8.150564292471529,7.222559615429407,228.92624376665967,196.26432782757863,212.59528579711915,212.45793783273422,199.5726748014132
2024-07-10,227.54019053238477,231.29117889263895,227.49057123987387,231.1919403076172,62627700,79.05130350958987,8.64760754770441,7.507569201884409,229.7576192680205,199.3883600410615,214.572989654541,214.24212854462783,200.81264599773493
2024-07-11,229.61417679228308,230.6065022056456,224.0373128145247,225.82350158691406,64710600,68.76299135882451,8.510229145478036,7.708101190603135,230.94183232954765,200.23047907181956,215.5861557006836,215.34511645341698,201.79346386397725
2024-07-12,227.16311346469493,230.8545649156238,226.92494993371525,228.7706756591797,53046500,70.99478319181887,8.540716031031508,7.87462415868881,232.75022683918644,200.15567526042292,216.45295104980468,216.6237411396801,202.8513937382989
2024-07-15,234.66509753137677,235.409341553401,231.30111515749465,232.60105895996094,62631300,73.63165076328752,8.772829312584122,8.054265189467873,235.14935642517634,199.7570736285346,217.45321502685547,218.1453904558973,204.0180472764033
2024-07-16,233.19646408342908,234.4567215545301,230.54695713829173,233.01785278320312,43234300,73.9095944129204,8.887957694998363,8.221003690573973,237.2649644006323,199.8573271643091,218.5611457824707,219.56181543945024,205.1552945511798
2024-07-17,227.68904591405493,229.6836295353235,224.9006141352506,227.12342834472656,57345900,63.68561482841878,8.406660230914554,8.25813499864209,238.16860804739304,200.1653122406929,219.16696014404297,220.28196904947654,206.016789994064
2024-07-18,228.51269423226466,228.67146993188885,220.5641731481692,222.45950317382812,66034600,56.9703534568075,7.561721916578762,8.118852382229425,238.45599472817796,200.85933730307207,219.657666015625,220.48935325179573,206.66160227562338
2024-07-19,223.09459660515446,225.0593965950336,221.56640705838353,222.5885009765625,49151500,57.10507681255411,6.823850162641179,7.859851938311777,238.40305623319375,202.3640488693453,220.38355255126953,220.68927208272592,207.28618653840533
2024-07-22,225.26777593230437,226.03187070395737,221.3778623137636,222.24119567871094,48201800,56.59134213057931,6.140275571976673,7.515936665044756,237.88724916041616,204.51421568333382,221.200732421875,220.8370743299626,207.872657485084
2024-07-23,222.64803919770813,225.19832267550643,220.97100689389265,223.2831268310547,39960300,57.8173968163161,5.617853798600521,7.13632009175591,237.2420002970467,206.83351697590254,222.03775863647462,221.07003171101897,208.47698961629857
2024-07-24,222.2808652028311,223.07472846403482,215.4635952984219,216.86276245117188,61777600,48.6912094247971,4.63236204501203,6.635528482407134,236.334115444108,208.68112961204437,222.50762252807618,220.66933940055733,208.8058434529603
2024-07-25,217.2497669876539,219.1550448561193,212.9728474396388,215.82083129882812,51391200,47.384054401774875,3.7243456556032015,6.053291917046347,235.9623381952051,209.47365271055665,222.71799545288087,220.20757672420217,209.08094101554335
2024-07-26,217.02155779536062,217.80550332568987,214.35220009781358,216.28724670410156,41601300,48.05629999267387,3.007701044884726,5.444173742614023,235.6294930988286,210.18953766289016,222.90951538085938,219.83421196038307,209.36354123862407
