Date,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,BB_Middle,EMA_20,EMA_50,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,EMA_Diff,ROC,Stoch_K,Stoch_D,ATR,Volatility_20,Daily_Return,Log_Return,Volume_SMA_20,Volume_Change_Pct
2021-06-14,17.865076259269316,17.998270294606797,17.622382309836595,17.977567672729492,321376000,77.22896975528249,0.8174642145810331,0.6531204449025877,18.825252895762823,13.47869674641857,16.151974821090697,16.50383448406789,15.556677697496955,17.287446975708008,16.151974821090697,15.330933437347412,17.037390338095058,16.219926123514025,0.8174642145810331,14.795410874224343,99.19668238573946,94.0151362083226,0.4756122846993095,1.3366390373360635,0.01085518586191836,0.010796691264295643,444965600.0,-0.22803309088463353
2021-06-15,17.874054743695652,17.975073024219547,17.687481873167364,17.74784278869629,243032000,72.20486832879857,0.8135855793608862,0.6852134717942475,18.91821406176227,13.747531005834162,16.332872533798216,16.62231146546107,15.642605740289087,17.439870262145995,16.332872533798216,15.406843624114991,17.146690715110633,16.333105135749747,0.8135855793608862,14.879762126182436,90.28273675742602,95.11967372550448,0.4723930723285216,1.2926707639820274,-0.012778418538881509,-0.012860764784394269,446268200.0,-0.2437767599322912
2021-06-16,17.75009034027756,17.91371508228744,17.54431057593765,17.76954460144043,307124000,72.38761719735585,0.8030063307963609,0.7087720435946702,18.93114805141388,14.113500023689877,16.52232403755188,16.73157176412577,15.72601510739306,17.543217658996582,16.52232403755188,15.485701503753662,17.2425143899306,16.43950805913424,0.8030063307963609,9.663738685477188,91.12482567457246,93.53474827257931,0.48399497805403285,1.204412006931001,0.0012227859465807622,0.0012220389527255666,452311600.0,0.26371835807630273
2021-06-17,17.733876709616816,18.791952156008932,17.715668906709517,18.614608764648438,809656000,78.35540940599122,0.8529792022818157,0.7376134753320993,19.030902894037006,14.472167365057233,16.75153512954712,16.910908621318406,15.839293290030527,17.711969947814943,16.75153512954712,15.57583480834961,17.453605832194885,16.60062662991307,0.8529792022818157,14.737773229793538,94.67424023437714,92.02726755545854,0.540210150533901,1.1396838822449427,0.04755688354216492,0.04646067543727376,475594400.0,1.6362511558849193
2021-06-18,18.741067781626178,19.330716599231298,18.541524139406174,18.596149444580078,968856000,77.95905192910018,0.8809386378586197,0.7662785078374035,19.130875995049138,14.774232838263849,16.952554416656493,17.071407747343326,15.947405296091295,17.818179321289062,16.952554416656493,15.66213768005371,17.62938177256184,16.74844313470322,0.8809386378586197,11.114190734742103,78.81533998018756,88.20480196304572,0.5403293774098029,1.0891607891963222,-0.0009916576975507185,-0.0009921497153476593,507957600.0,0.19662671554339117
2021-06-21,18.393111064126522,18.49413123103555,17.782011843653176,18.385129928588867,672384000,73.38880671018342,0.8759715261333589,0.7882171114965946,19.17651766737775,15.071698198711118,17.124107933044435,17.196524145557188,16.043002340502966,17.899222373962402,17.124107933044435,15.742564353942871,17.74565071964292,16.869679193509562,0.8759715261333589,8.61367433688787,69.84766135086522,81.1124138551433,0.5639262563814208,1.0262048671666588,-0.01134748441445299,-0.01141235835330826,507927200.0,-0.30600213034754387
2021-06-22,18.42928050020568,18.920405816851837,18.34397521012506,18.84358024597168,580144000,76.59854844623774,0.8986688681781985,0.8103074628329154,19.340826160216025,15.234472721314738,17.28764944076538,17.35338663131095,16.15282892503115,18.042269134521483,17.28764944076538,15.816020698547364,17.91456295446273,17.015894086284533,0.8986688681781985,7.46846341658422,82.53620798226736,77.06640310444006,0.5564189573490894,1.0265883597253223,0.024935930241641868,0.024630103555397475,509193600.0,-0.13718351418237196
2021-06-23,18.96430647751163,19.108975530104733,18.864534651482277,19.01369285583496,332356000,77.67460194535964,0.9197806820408445,0.8322021066745012,19.489421969729367,15.426405113858277,17.457913541793822,17.51151103364657,16.265019667415615,18.21178092956543,17.457913541793822,15.883492984771728,18.08365986236615,17.163879180325306,0.9197806820408445,8.187869511028842,86.0844461890943,79.48943850740896,0.5272114015800445,1.015754213967773,0.009027616177114117,0.008987110845402253,504041000.0,-0.4271146473978874
2021-06-24,19.183806109567367,19.375616025449478,19.044623366172903,19.161605834960938,320924000,78.59618954749891,0.9376387717832699,0.853289439696255,19.615123183642,15.650811665143396,17.6329674243927,17.66866291948603,16.37861128182916,18.38942356109619,17.6329674243927,15.961953239440918,18.24949770430381,17.31185893252054,0.9376387717832699,10.0412443811185,90.44113503750812,86.35392973628991,0.5038123279312737,0.9910778796246517,0.007779287287718262,0.007749184649622954,501565200.0,-0.03439685156879968
2021-06-25,19.236435003149623,19.30128697907614,18.851317522351227,18.987504959106445,278364000,74.68806859183852,0.9270564215499597,0.8680428360669961,19.592953893185964,16.026825502871162,17.809889698028563,17.794266923259404,16.480920837800817,18.50972270965576,17.809889698028563,16.01976978302002,18.363037281965752,17.435980860415793,0.9270564215499597,9.636647719732364,82.66483822497962,86.39680648386069,0.4917965168397819,0.891532097578701,-0.00908592303557565,-0.009127451776971631,486409600.0,-0.13261706821552766
2021-06-28,19.317000214420624,20.03286106908621,19.274847095565143,19.9393253326416,495436000,80.42017286867795,0.9841293516315126,0.8912601391798994,19.852448335098334,16.14089711625665,17.99667272567749,17.99855820034342,16.61654454348085,18.705898475646972,17.99667272567749,16.101106357574462,18.605543135915884,17.62141378428437,0.9841293516315126,14.691512446569282,96.77029883553915,89.95875736600897,0.5400670174916884,0.9278878047104216,0.05012877550710848,0.04891279998945573,478954600.0,0.7798134816283715
2021-06-29,19.837056837882255,20.052812050401002,19.612072127487256,19.98097801208496,367632000,80.62692970705615,1.0209521818033487,0.9171985477045894,20.045291675253267,16.323790584878566,18.184541130065917,18.18736008717595,16.74848311087709,18.92921199798584,18.184541130065917,16.194263343811034,18.817148501480357,17.79619631967701,1.0209521818033487,12.35043366154355,97.5366081246579,92.32391506172557,0.5487969823359943,0.9303752725936756,0.0020889713542699972,0.002086792487476419,473696000.0,-0.25796268337383643
2021-06-30,19.953542508047825,20.116419372850345,19.81835223637548,19.956785202026367,326568000,80.0978756097558,1.036237284049509,0.9410062949735735,20.23574515857281,16.455408558468207,18.34557685852051,18.355876764780753,16.87429887915745,19.147936058044433,18.34557685852051,16.290736846923828,18.992477224641284,17.956239940591775,1.036237284049509,11.009373266324493,94.11494364657929,96.14061686892545,0.5475676449701528,0.9450841500261514,-0.0012107920865516153,-0.0012115256875086526,460316000.0,-0.11169865517691602
2021-07-01,20.079008558061602,20.409251503208573,19.973249900488703,20.165809631347656,480136000,81.24306483036762,1.0530781330594543,0.9634206625907498,20.440449784688777,16.57457630784052,18.50751304626465,18.528251323501408,17.003377732184518,19.303056144714354,18.50751304626465,16.38761541366577,19.17298990259611,18.119911769536657,1.0530781330594543,13.624004175827977,91.50272630253448,94.3847593579239,0.5432385420345286,0.9664683692120641,0.010473852737567402,0.010419381957801805,455322400.0,0.470248156586071
